                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.6615,                  1.933,                 1.2399,                0.87677,                0.50596,                0.42314,                0.40079,                0.16134,                0.43405,                0.31437,                0.29258,                0.08965,                 1.9916,                 2.8625,                 1.5475,                 0.9018,              0.0010481,              0.0010481,              0.0010481
                     35,                 2.0949,                 2.7298,                 1.3954,                0.86289,                0.49585,                0.37725,                0.37019,                0.15299,                0.29954,                0.33832,                0.24993,                0.07588,                  1.973,                 3.0832,                 1.5557,                 0.8946,              0.0010703,              0.0010703,              0.0010703
                     36,                 1.9269,                 2.3431,                 1.2693,                0.88251,                0.40198,                 0.3982,                0.35648,                0.14869,                0.27373,                0.32635,                0.23447,                0.07656,                 2.0373,                 3.6512,                 1.6531,                0.88928,               0.001092,               0.001092,               0.001092
                     37,                 1.7873,                 2.2572,                 1.1244,                0.86767,                0.40198,                 0.3982,                0.35648,                0.14869,                0.27373,                0.32635,                0.23447,                0.07656,                 2.0373,                 3.6512,                 1.6531,                0.88928,              0.0011131,              0.0011131,              0.0011131
                     38,                  1.825,                 2.2627,                 1.1356,                 0.8663,                0.35601,                0.38323,                0.33082,                0.14438,                0.31581,                 0.3455,                0.26881,                0.08838,                 1.9497,                 3.6149,                 1.7043,                  0.884,              0.0011337,              0.0011337,              0.0011337
                     39,                 1.7997,                 2.4794,                 1.3259,                0.85168,                0.38285,                 0.3982,                0.33327,                0.14912,                0.36131,                0.38922,                0.30947,                0.09331,                 1.9361,                 3.7117,                 1.6779,                0.88671,              0.0011538,              0.0011538,              0.0011538
                     40,                 1.6772,                  1.882,                 1.0554,                0.86961,                0.38285,                 0.3982,                0.33327,                0.14912,                0.36131,                0.38922,                0.30947,                0.09331,                 1.9361,                 3.7117,                 1.6779,                0.88671,              0.0011733,              0.0011733,              0.0011733
                     41,                 1.7882,                   1.86,                 1.2448,                0.89554,                  0.391,                0.39222,                0.30738,                0.13155,                0.38558,                0.39269,                0.31055,                0.09537,                 2.0089,                 3.8076,                 1.8319,                0.89878,              0.0011923,              0.0011923,              0.0011923
                     42,                 1.7031,                 1.9751,                 1.1686,                0.85602,                0.40139,                0.36527,                0.29026,                0.12039,                0.37175,                0.36826,                0.27855,                0.08983,                 2.0703,                 4.0141,                  1.742,                0.90884,              0.0012108,              0.0012108,              0.0012108
                     43,                 1.6348,                 1.8736,                 1.2761,                0.88356,                0.40139,                0.36527,                0.29026,                0.12039,                0.37175,                0.36826,                0.27855,                0.08983,                 2.0703,                 4.0141,                  1.742,                0.90884,              0.0012288,              0.0012288,              0.0012288
                     44,                 1.7368,                   2.02,                 1.0514,                0.85325,                0.41681,                0.36805,                0.31118,                0.13873,                 0.3316,                0.34731,                0.25643,                0.07756,                 2.0282,                 4.0506,                 1.8333,                  0.914,              0.0012462,              0.0012462,              0.0012462
                     45,                 1.9869,                 2.5241,                 1.3325,                0.85602,                0.41681,                0.36805,                0.31118,                0.13873,                 0.3316,                0.34731,                0.25643,                0.07756,                 2.0282,                 4.0506,                 1.8333,                  0.914,              0.0012631,              0.0012631,              0.0012631
                     46,                 1.7957,                 2.3737,                 1.1295,                0.87413,                0.43097,                0.37126,                0.32268,                0.13774,                0.40164,                0.36228,                0.29052,                0.08931,                 2.0189,                  3.842,                 1.7091,                0.90204,              0.0012795,              0.0012795,              0.0012795
                     47,                 1.6036,                  1.789,                 1.0512,                0.85059,                0.43097,                0.37126,                0.32268,                0.13774,                0.40164,                0.36228,                0.29052,                0.08931,                 2.0189,                  3.842,                 1.7091,                0.90204,              0.0012953,              0.0012953,              0.0012953
                     48,                 1.7372,                 1.9951,                 1.3005,                0.84659,                 0.5198,                0.36826,                0.34061,                0.14602,                 0.4277,                 0.3503,                0.29159,                0.09562,                 1.9758,                 3.6148,                 1.6278,                    0.9,              0.0013106,              0.0013106,              0.0013106
                     49,                 1.7237,                 2.1616,                  1.099,                0.86076,                 0.5198,                0.36826,                0.34061,                0.14602,                 0.4277,                 0.3503,                0.29159,                0.09562,                 1.9758,                 3.6148,                 1.6278,                    0.9,              0.0013254,              0.0013254,              0.0013254
                     50,                 1.9288,                 2.5071,                 1.2295,                0.85637,                0.45257,                0.38024,                0.33524,                 0.1307,                0.36919,                0.38901,                0.31124,                0.10141,                 2.0469,                 3.3739,                 1.5883,                0.90517,              0.0013397,              0.0013397,              0.0013397
                     51,                 1.7723,                 2.0347,                 1.0693,                0.85813,                0.45257,                0.38024,                0.33524,                 0.1307,                0.36919,                0.38901,                0.31124,                0.10141,                 2.0469,                 3.3739,                 1.5883,                0.90517,                0.00134,                0.00134,                0.00134
                     52,                 1.7031,                 1.9987,                 1.0624,                0.85894,                0.47127,                0.36527,                0.35931,                0.13878,                0.36095,                0.38024,                0.30027,                0.10379,                 2.0421,                 3.2266,                 1.6031,                0.90453,                0.00134,                0.00134,                0.00134
                     53,                 1.8472,                 2.2485,                  1.182,                0.87008,                0.47127,                0.36527,                0.35931,                0.13878,                0.36095,                0.38024,                0.30027,                0.10379,                 2.0421,                 3.2266,                 1.6031,                0.90453,              0.0013268,              0.0013268,              0.0013268
                     54,                 1.8382,                 2.3491,                 1.1959,                0.85518,                0.50112,                0.36527,                0.36762,                0.15098,                0.40821,                0.40685,                0.35867,                0.11766,                 2.0241,                 3.2178,                  1.558,                0.90755,              0.0013136,              0.0013136,              0.0013136
                     55,                 1.8624,                 2.3916,                  1.125,                0.84358,                0.50112,                0.36527,                0.36762,                0.15098,                0.40821,                0.40685,                0.35867,                0.11766,                 2.0241,                 3.2178,                  1.558,                0.90755,              0.0013004,              0.0013004,              0.0013004
                     56,                 1.7315,                 2.1901,                 1.0897,                0.84898,                0.53598,                 0.4012,                0.39956,                0.17578,                0.46184,                0.35629,                0.33661,                0.10528,                 1.9889,                 3.0154,                 1.4753,                0.89535,              0.0012872,              0.0012872,              0.0012872
                     57,                 1.6506,                 2.0879,                 1.1191,                0.88827,                0.53598,                 0.4012,                0.39956,                0.17578,                0.46184,                0.35629,                0.33661,                0.10528,                 1.9889,                 3.0154,                 1.4753,                0.89535,               0.001274,               0.001274,               0.001274
                     58,                 1.5447,                  1.835,                 1.0059,                0.85524,                0.57174,                0.41617,                0.42779,                0.18189,                  0.374,                0.41617,                0.31835,                 0.1002,                 2.0011,                 3.1635,                   1.39,                0.89403,              0.0012608,              0.0012608,              0.0012608
                     59,                 1.7369,                 1.9067,                 1.1019,                0.83776,                0.57174,                0.41617,                0.42779,                0.18189,                  0.374,                0.41617,                0.31835,                 0.1002,                 2.0011,                 3.1635,                   1.39,                0.89403,              0.0012476,              0.0012476,              0.0012476
                     60,                 1.9475,                  2.384,                   1.32,                0.85136,                0.56148,                0.42814,                0.42042,                0.18589,                0.40864,                0.45808,                 0.3639,                0.11374,                 1.9682,                 3.3465,                 1.4163,                0.89418,              0.0012344,              0.0012344,              0.0012344
                     61,                 1.6702,                 1.8737,                0.99269,                0.83928,                0.56148,                0.42814,                0.42042,                0.18589,                0.40864,                0.45808,                 0.3639,                0.11374,                 1.9682,                 3.3465,                 1.4163,                0.89418,              0.0012212,              0.0012212,              0.0012212
                     62,                 1.7272,                 1.8862,                 1.0858,                0.85156,                0.52165,                0.42772,                0.40556,                0.18192,                0.40351,                0.41617,                0.33663,                0.09555,                 1.9718,                 3.5749,                 1.4449,                0.88817,               0.001208,               0.001208,               0.001208
                     63,                 1.5171,                 1.8718,                 1.0604,                0.84926,                0.52165,                0.42772,                0.40556,                0.18192,                0.40351,                0.41617,                0.33663,                0.09555,                 1.9718,                 3.5749,                 1.4449,                0.88817,              0.0011948,              0.0011948,              0.0011948
