                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     48,                 1.7079,                 1.9124,                 1.2469,                0.84359,                0.27416,                0.15269,                0.12863,                0.04413,                0.24952,                0.14671,                0.10163,                 0.0292,                  2.446,                    nan,                 4.0844,                0.95477,              0.0017232,              0.0017232,              0.0017232
                     49,                 1.9376,                 2.2465,                 1.2063,                0.87587,                0.27416,                0.15269,                0.12863,                0.04413,                0.24952,                0.14671,                0.10163,                 0.0292,                  2.446,                    nan,                 4.0844,                0.95477,              0.0017556,              0.0017556,              0.0017556
                     50,                 2.1239,                 2.4006,                 1.2571,                0.87177,                0.02817,                0.00599,                0.01903,                0.00571,                0.07042,                0.01497,                0.04218,                0.01834,                    nan,                    nan,                    nan,                    nan,              0.0017879,              0.0017879,              0.0017879
                     51,                 1.8734,                 2.0497,                 1.1641,                 0.8712,                0.02817,                0.00599,                0.01903,                0.00571,                0.07042,                0.01497,                0.04218,                0.01834,                    nan,                    nan,                    nan,                    nan,               0.001802,               0.001802,               0.001802
                     52,                  1.816,                  2.073,                  1.207,                0.87248,                0.02817,                0.00599,                0.01903,                0.00571,                0.07042,                0.01497,                0.04218,                0.01834,                    nan,                    nan,                    nan,                    nan,               0.001802,               0.001802,               0.001802
                     53,                 1.8584,                 2.1813,                 1.2933,                0.88224,                0.02817,                0.00599,                0.01903,                0.00571,                0.07042,                0.01497,                0.04218,                0.01834,                    nan,                    nan,                    nan,                    nan,               0.001798,               0.001798,               0.001798
                     54,                 1.8445,                 2.1433,                 1.3035,                0.85353,                0.39602,                0.26946,                 0.1934,                0.08023,                0.38449,                0.27246,                0.20949,                0.07803,                 2.3644,                    nan,                 1.8655,                0.97016,              0.0017941,              0.0017941,              0.0017941
                     55,                 1.9259,                 2.1763,                 1.2105,                0.85137,                0.39602,                0.26946,                 0.1934,                0.08023,                0.38449,                0.27246,                0.20949,                0.07803,                 2.3644,                    nan,                 1.8655,                0.97016,              0.0017901,              0.0017901,              0.0017901
                     56,                 1.8055,                 2.1792,                 1.2273,                0.85863,                0.46636,                0.44311,                0.36641,                0.14493,                0.39369,                 0.3503,                0.25736,                0.08033,                 2.1767,                 4.0827,                 2.8241,                0.95554,              0.0017862,              0.0017862,              0.0017862
                     57,                 1.6907,                 2.1599,                 1.3042,                0.89986,                0.46636,                0.44311,                0.36641,                0.14493,                0.39369,                 0.3503,                0.25736,                0.08033,                 2.1767,                 4.0827,                 2.8241,                0.95554,              0.0017822,              0.0017822,              0.0017822
                     58,                 1.6186,                 1.7865,                 1.0878,                0.86007,                0.43202,                0.32635,                 0.2573,                  0.104,                0.31029,                0.31138,                0.20635,                0.06757,                 2.1291,                 3.5038,                 2.4076,                0.93609,              0.0017782,              0.0017782,              0.0017782
                     59,                 1.7597,                 1.8389,                 1.1314,                0.85239,                0.43202,                0.32635,                 0.2573,                  0.104,                0.31029,                0.31138,                0.20635,                0.06757,                 2.1291,                 3.5038,                 2.4076,                0.93609,              0.0017743,              0.0017743,              0.0017743
                     60,                 1.8868,                 2.3405,                 1.2904,                 0.8465,                0.38983,                 0.3024,                0.22346,                0.08059,                0.34152,                0.37725,                0.23778,                0.08481,                 2.3971,                 3.9753,                  2.758,                 1.0013,              0.0017703,              0.0017703,              0.0017703
                     61,                 1.7112,                 1.9789,                 1.0389,                0.84673,                0.38983,                 0.3024,                0.22346,                0.08059,                0.34152,                0.37725,                0.23778,                0.08481,                 2.3971,                 3.9753,                  2.758,                 1.0013,              0.0017664,              0.0017664,              0.0017664
                     62,                 1.7436,                 1.9109,                 1.1032,                0.85592,                0.08119,                0.30838,                0.05395,                0.02341,                0.07711,                0.29042,                0.04897,                0.01737,                 2.2043,                 3.5441,                 20.985,                0.93863,              0.0017624,              0.0017624,              0.0017624
                     63,                 1.5933,                 2.0863,                 1.2202,                0.87267,                0.08119,                0.30838,                0.05395,                0.02341,                0.07711,                0.29042,                0.04897,                0.01737,                 2.2043,                 3.5441,                 20.985,                0.93863,              0.0017584,              0.0017584,              0.0017584
                     64,                 1.7019,                 1.8873,                 1.0673,                0.84837,                 0.0635,                0.24251,                0.03806,                0.01637,                0.05578,                0.22156,                0.03318,                0.01385,                 2.0706,                 3.0864,                 124.88,                0.93377,              0.0017545,              0.0017545,              0.0017545
                     65,                 1.6321,                 1.7395,                 1.0839,                0.85732,                 0.0635,                0.24251,                0.03806,                0.01637,                0.05578,                0.22156,                0.03318,                0.01385,                 2.0706,                 3.0864,                 124.88,                0.93377,              0.0017505,              0.0017505,              0.0017505
                     66,                 1.7126,                  2.145,                 1.1601,                 0.8454,                0.03398,                0.14371,                 0.0194,                0.00863,                  0.036,                0.16168,                0.02104,                0.00951,                  2.361,                 15.178,                    inf,                 1.0851,              0.0017466,              0.0017466,              0.0017466
                     67,                 1.6683,                 1.7429,                  1.098,                0.86662,                0.03398,                0.14371,                 0.0194,                0.00863,                  0.036,                0.16168,                0.02104,                0.00951,                  2.361,                 15.178,                    inf,                 1.0851,              0.0017426,              0.0017426,              0.0017426
                     68,                 1.7565,                 1.9065,                 1.2578,                0.87783,                0.06661,                0.26946,                0.04203,                0.01738,                0.06667,                 0.2994,                0.04338,                 0.0199,                 2.3851,                 7.9306,                    inf,                 1.0638,              0.0017386,              0.0017386,              0.0017386
                     69,                 1.8291,                 2.0573,                 1.1386,                0.85084,                0.06661,                0.26946,                0.04203,                0.01738,                0.06667,                 0.2994,                0.04338,                 0.0199,                 2.3851,                 7.9306,                    inf,                 1.0638,              0.0017347,              0.0017347,              0.0017347
                     70,                  1.817,                 1.8912,                 1.3095,                0.85422,                0.08711,                0.29341,                0.05417,                0.02289,                0.08259,                0.35329,                0.05597,                0.02283,                 2.4135,                 8.3336,                    inf,                 1.0393,              0.0017307,              0.0017307,              0.0017307
                     71,                 1.8651,                 2.0751,                 1.2489,                0.97185,                0.08711,                0.29341,                0.05417,                0.02289,                0.08259,                0.35329,                0.05597,                0.02283,                 2.4135,                 8.3336,                    inf,                 1.0393,              0.0017268,              0.0017268,              0.0017268
                     72,                 1.7141,                 1.7206,                 1.1016,                0.85242,                0.48904,                0.38623,                0.37855,                0.15392,                0.35654,                0.32036,                0.25978,                0.08711,                 2.1574,                 4.5363,                 1.8015,                0.90782,              0.0017228,              0.0017228,              0.0017228
                     73,                 1.8541,                 2.6511,                 1.6865,                  0.872,                0.48904,                0.38623,                0.37855,                0.15392,                0.35654,                0.32036,                0.25978,                0.08711,                 2.1574,                 4.5363,                 1.8015,                0.90782,              0.0017188,              0.0017188,              0.0017188
                     74,                 1.8137,                 2.3816,                 1.2001,                0.90317,                0.39951,                 0.1976,                0.20201,                0.08932,                0.43716,                0.13174,                0.17379,                0.06416,                 2.3685,                  4.257,                 4.9487,                 1.0379,              0.0017149,              0.0017149,              0.0017149
                     75,                 1.6341,                 1.8515,                 1.0664,                0.87401,                0.39951,                 0.1976,                0.20201,                0.08932,                0.43716,                0.13174,                0.17379,                0.06416,                 2.3685,                  4.257,                 4.9487,                 1.0379,              0.0017109,              0.0017109,              0.0017109
                     76,                 1.7541,                 1.9115,                 1.1224,                0.87133,                0.31121,                0.26347,                0.15109,                0.05835,                0.29429,                0.28144,                0.14487,                0.04681,                 2.4102,                 6.0438,                  2.591,                 1.0187,               0.001707,               0.001707,               0.001707
                     77,                 1.5449,                 1.8577,                 1.0527,                0.88335,                0.31121,                0.26347,                0.15109,                0.05835,                0.29429,                0.28144,                0.14487,                0.04681,                 2.4102,                 6.0438,                  2.591,                 1.0187,               0.001703,               0.001703,               0.001703
                     78,                 1.6468,                    1.8,                 1.0665,                0.84007,                0.11269,                0.38024,                0.07706,                0.03075,                0.11333,                0.37425,                0.07577,                0.03091,                 2.2944,                 392.72,                    inf,                  1.394,               0.001699,               0.001699,               0.001699
                     79,                  1.796,                 2.0139,                 1.0997,                0.85221,                0.11269,                0.38024,                0.07706,                0.03075,                0.11333,                0.37425,                0.07577,                0.03091,                 2.2944,                 392.72,                    inf,                  1.394,              0.0016951,              0.0016951,              0.0016951
                     80,                 1.8386,                   1.92,                 1.1324,                0.85506,                0.12413,                0.37725,                0.08133,                0.03385,                0.12422,                0.38024,                0.08348,                 0.0322,                    nan,                    nan,                    nan,                    nan,              0.0016911,              0.0016911,              0.0016911
                     81,                 1.8127,                 2.0156,                  1.082,                0.84106,                0.12413,                0.37725,                0.08133,                0.03385,                0.12422,                0.38024,                0.08348,                 0.0322,                    nan,                    nan,                    nan,                    nan,              0.0016872,              0.0016872,              0.0016872
                     82,                  1.751,                 1.7708,                 1.1941,                0.86928,                0.14477,                 0.3982,                0.09629,                0.03951,                 0.1319,                0.39521,                0.09141,                0.03435,                 2.0874,                 198.25,                    inf,                 1.2285,              0.0016832,              0.0016832,              0.0016832
                     83,                 1.7785,                 2.0042,                 1.0369,                0.86501,                0.14477,                 0.3982,                0.09629,                0.03951,                 0.1319,                0.39521,                0.09141,                0.03435,                 2.0874,                 198.25,                    inf,                 1.2285,              0.0016792,              0.0016792,              0.0016792
                     84,                 1.9909,                 1.8838,                 1.1575,                0.88263,                0.14652,                0.41617,                0.09614,                0.03866,                0.12707,                0.38024,                0.08848,                0.02802,                 2.0723,                 103.12,                    inf,                 1.1916,              0.0016753,              0.0016753,              0.0016753
                     85,                 1.9697,                 2.1614,                 1.2069,                0.87677,                0.14652,                0.41617,                0.09614,                0.03866,                0.12707,                0.38024,                0.08848,                0.02802,                 2.0723,                 103.12,                    inf,                 1.1916,              0.0016713,              0.0016713,              0.0016713
                     86,                 1.7162,                 1.8649,                 1.0866,                0.87646,                0.10102,                0.38323,                0.06728,                0.02983,                0.10939,                0.43413,                0.07903,                0.03041,                 2.0726,                 891.55,                    inf,                 1.1071,              0.0016674,              0.0016674,              0.0016674
                     87,                 1.5799,                 1.8802,                 1.0651,                0.85077,                0.10102,                0.38323,                0.06728,                0.02983,                0.10939,                0.43413,                0.07903,                0.03041,                 2.0726,                 891.55,                    inf,                 1.1071,              0.0016634,              0.0016634,              0.0016634
                     88,                 1.7379,                 1.7691,                 1.0355,                0.85887,                0.34707,                0.28443,                0.16842,                 0.0629,                0.32942,                0.26946,                0.15728,                0.05642,                    nan,                    nan,                    nan,                    nan,              0.0016594,              0.0016594,              0.0016594
                     89,                 1.7411,                 1.9258,                 1.1501,                0.86385,                0.34707,                0.28443,                0.16842,                 0.0629,                0.32942,                0.26946,                0.15728,                0.05642,                    nan,                    nan,                    nan,                    nan,              0.0016555,              0.0016555,              0.0016555
                     90,                 1.7473,                 1.8184,                  1.008,                0.85219,                0.28362,                0.21557,                 0.1218,                0.04486,                 0.2577,                 0.2515,                0.12973,                0.04551,                    nan,                    nan,                    nan,                    nan,              0.0016515,              0.0016515,              0.0016515
                     91,                 1.7409,                 1.7865,                 1.0375,                0.84388,                0.28362,                0.21557,                 0.1218,                0.04486,                 0.2577,                 0.2515,                0.12973,                0.04551,                    nan,                    nan,                    nan,                    nan,              0.0016476,              0.0016476,              0.0016476
                     92,                 1.6404,                 1.6931,                 1.0246,                0.85933,                  0.099,                0.27246,                0.05159,                0.02196,                0.09036,                0.26048,                0.04888,                  0.019,                 2.1893,                 68.474,                    inf,                 3.1576,              0.0016436,              0.0016436,              0.0016436
                     93,                  1.857,                 2.2107,                 1.1235,                0.84799,                  0.099,                0.27246,                0.05159,                0.02196,                0.09036,                0.26048,                0.04888,                  0.019,                 2.1893,                 68.474,                    inf,                 3.1576,              0.0016396,              0.0016396,              0.0016396
