,image,Metric,yolo_rmse,dualsight_rmse,yolo_pred_mean,dual_pred_mean,yolo_gt_mean,dual_gt_mean,yolo_r2_mean,dual_r2_mean
135,S02_02_SE1_300X18:,minor_axis_length,7.582066611523007,6.777641407031092,59.97934117317709,61.721772235471875,61.47403938484302,61.47403938484302,0.8861666806078086,0.9090398047926149
136,S02_02_SE1_300X18:,eccentricity,0.11343150707853553,0.10261835665622146,0.5621739392579049,0.5498935072662748,0.5748797444869328,0.5748797444869328,0.763747958810989,0.8066437227022888
137,S02_02_SE1_300X18:,equivalent_diameter,9.784671879640037,9.052705971632943,66.56245957728622,68.44636425003783,69.08865518588743,69.08865518588743,0.7968040931108744,0.8260680956198765
140,S02_02_SE1_300X18:,feret_diameter_max,16.605366600552035,15.867570968161923,81.26254159941095,82.58547601978876,85.55912725515591,85.55912725515591,0.5699569721394709,0.6073226299609826
141,S02_02_SE1_300X18:,perimeter,49.091655837410094,46.69792185788479,236.1706412887598,242.3266025848242,248.26548027074554,248.26548027074554,0.598306126552488,0.6365246575037652
142,S02_02_SE1_300X18:,solidity,0.04550564458523362,0.04647599768470591,0.9610988855126332,0.9582980667286424,0.9507963269196247,0.9507963269196247,-0.04671891779863824,-0.09183490753281576
143,S02_03_SE1_1000X24:,area,12081.153219597234,12599.839951669715,23479.153846153848,23605.69230769231,26861.19230769231,26861.19230769231,0.7071236953817799,0.681435403788293
144,S02_03_SE1_1000X24:,area_convex,13101.008610614093,13717.661508771485,24640.80769230769,24647.53846153846,28198.653846153848,28198.653846153848,0.6809515092277402,0.650209995705027
145,S02_03_SE1_1000X24:,major_axis_length,55.30344968423046,58.08696440792566,196.29998841442435,197.61699702109775,211.51114341091082,211.51114341091082,0.44421676661689125,0.3868618225411856
146,S02_03_SE1_1000X24:,minor_axis_length,38.6281434494711,38.51378879540765,133.7084298273939,135.00585341394964,144.28398651822874,144.28398651822874,0.7486245657340518,0.7501107050378756
147,S02_03_SE1_1000X24:,eccentricity,0.027856439033588684,0.037370784829195994,0.698393914244465,0.6912224834479276,0.6955815762401585,0.6955815762401585,0.9824083170743668,0.968339291532433
148,S02_03_SE1_1000X24:,equivalent_diameter,44.621921495386374,45.8217904216381,156.46865028769588,157.47176828002614,168.51213907341955,168.51213907341955,0.6569638757531453,0.6382675827511839
