                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                 1.8107,                 1.8942,                 1.1987,                0.84996,                0.50805,                0.33832,                0.37114,                 0.1337,                0.33291,                0.30539,                0.25965,                 0.0744,                 2.0812,                 4.4883,                 1.7448,                 0.8999,              0.0011024,              0.0011024,              0.0011024
                     71,                 1.7441,                 1.8356,                  1.202,                0.90603,                0.50805,                0.33832,                0.37114,                 0.1337,                0.33291,                0.30539,                0.25965,                 0.0744,                 2.0812,                 4.4883,                 1.7448,                 0.8999,              0.0010892,              0.0010892,              0.0010892
                     72,                 1.5872,                 1.6161,                0.98971,                0.84183,                0.46976,                0.37725,                 0.3532,                0.13409,                0.36905,                0.30647,                0.24587,                0.06799,                 2.1388,                 5.1211,                 1.7531,                0.90559,               0.001076,               0.001076,               0.001076
                     73,                 1.7535,                 2.1701,                 1.5841,                0.85523,                0.46976,                0.37725,                 0.3532,                0.13409,                0.36905,                0.30647,                0.24587,                0.06799,                 2.1388,                 5.1211,                 1.7531,                0.90559,              0.0010628,              0.0010628,              0.0010628
                     74,                 1.5709,                 1.8901,                0.99487,                0.86315,                0.50457,                0.36826,                0.36232,                0.14379,                0.37185,                0.27246,                0.22008,                0.06617,                 2.1069,                 5.2988,                 1.8013,                 0.9003,              0.0010496,              0.0010496,              0.0010496
                     75,                 1.5442,                 1.7651,                0.96241,                0.85845,                0.50457,                0.36826,                0.36232,                0.14379,                0.37185,                0.27246,                0.22008,                0.06617,                 2.1069,                 5.2988,                 1.8013,                 0.9003,              0.0010364,              0.0010364,              0.0010364
                     76,                 1.6273,                 1.6854,                0.98538,                0.85717,                0.59508,                0.31138,                0.33761,                0.13865,                0.38372,                0.24251,                 0.2179,                0.05406,                 2.1276,                   5.52,                 1.8351,                 0.9052,              0.0010232,              0.0010232,              0.0010232
                     77,                 1.5045,                 1.7059,                0.93301,                0.87225,                0.59508,                0.31138,                0.33761,                0.13865,                0.38372,                0.24251,                 0.2179,                0.05406,                 2.1276,                   5.52,                 1.8351,                 0.9052,                0.00101,                0.00101,                0.00101
                     78,                 1.5886,                 1.7071,                0.95401,                0.83258,                0.54756,                0.32934,                0.35041,                0.13234,                0.46408,                0.25449,                0.25914,                0.06939,                 2.2097,                 6.1134,                 1.8245,                0.90835,              0.0009968,              0.0009968,              0.0009968
                     79,                 1.6019,                 1.9389,                0.91154,                0.83509,                0.54756,                0.32934,                0.35041,                0.13234,                0.46408,                0.25449,                0.25914,                0.06939,                 2.2097,                 6.1134,                 1.8245,                0.90835,              0.0009836,              0.0009836,              0.0009836
                     80,                 1.5665,                 1.6792,                0.92567,                0.83498,                 0.5936,                0.35629,                0.40119,                0.14166,                0.36975,                0.35629,                0.29765,                0.08751,                 2.2372,                 5.6737,                 1.7149,                0.91464,              0.0009704,              0.0009704,              0.0009704
                     81,                 1.6658,                 1.8423,                0.96011,                0.82521,                 0.5936,                0.35629,                0.40119,                0.14166,                0.36975,                0.35629,                0.29765,                0.08751,                 2.2372,                 5.6737,                 1.7149,                0.91464,              0.0009572,              0.0009572,              0.0009572
                     82,                 1.5464,                 1.4767,                0.96554,                0.85167,                0.60489,                 0.4012,                0.43867,                0.15949,                0.39794,                0.38922,                0.33929,                0.10022,                 2.1479,                 4.6431,                 1.5568,                0.89603,               0.000944,               0.000944,               0.000944
                     83,                 1.6347,                 1.7789,                0.97141,                0.84972,                0.60489,                 0.4012,                0.43867,                0.15949,                0.39794,                0.38922,                0.33929,                0.10022,                 2.1479,                 4.6431,                 1.5568,                0.89603,              0.0009308,              0.0009308,              0.0009308
                     84,                 1.7398,                 1.8586,                 1.0686,                  0.856,                0.68498,                0.36527,                0.42096,                  0.169,                0.44689,                 0.2515,                0.26747,                0.07944,                 2.0289,                 3.5169,                 1.7127,                0.89075,              0.0009176,              0.0009176,              0.0009176
                     85,                 1.7521,                 2.0149,                0.99244,                0.85745,                0.68498,                0.36527,                0.42096,                  0.169,                0.44689,                 0.2515,                0.26747,                0.07944,                 2.0289,                 3.5169,                 1.7127,                0.89075,              0.0009044,              0.0009044,              0.0009044
                     86,                 1.5311,                 1.6217,                 0.9083,                0.85455,                0.68321,                0.38323,                0.43495,                0.19126,                0.48572,                0.28743,                0.29401,                0.08632,                 1.8792,                 2.9845,                 1.5011,                0.87519,              0.0008912,              0.0008912,              0.0008912
                     87,                 1.5443,                 1.8096,                0.93549,                0.84121,                0.68321,                0.38323,                0.43495,                0.19126,                0.48572,                0.28743,                0.29401,                0.08632,                 1.8792,                 2.9845,                 1.5011,                0.87519,               0.000878,               0.000878,               0.000878
                     88,                 1.6263,                 1.7424,                0.94346,                0.83952,                 0.5669,                 0.4491,                0.45043,                0.20696,                 0.4762,                0.37725,                0.37076,                0.11508,                 1.8639,                 2.8353,                 1.3623,                0.87523,              0.0008648,              0.0008648,              0.0008648
                     89,                 1.5721,                 1.7303,                  1.026,                0.84684,                 0.5669,                 0.4491,                0.45043,                0.20696,                 0.4762,                0.37725,                0.37076,                0.11508,                 1.8639,                 2.8353,                 1.3623,                0.87523,              0.0008516,              0.0008516,              0.0008516
                     90,                 1.5605,                 1.6422,                  0.934,                0.83817,                0.61361,                0.46108,                0.47036,                0.21119,                0.49005,                 0.3913,                0.40773,                0.13551,                 1.8724,                 2.8476,                 1.2678,                0.87644,              0.0008384,              0.0008384,              0.0008384
